,ID,Title,Abstract,Keywords,Publication date
83,28000567,"Analysis and Prediction of Myristoylation Sites Using the mRMR Method, the IFS Method and an Extreme Learning Machine Algorithm.","Myristoylation is an important hydrophobic post-translational modification that is covalently bound to the amino group of Gly residues on the N-terminus of proteins. The many diverse functions of myristoylation on proteins, such as membrane targeting, signal pathway regulation and apoptosis, are largely due to the lipid modification, whereas abnormal or irregular myristoylation on proteins can lead to several pathological changes in the cell.
To better understand the function of myristoylated sites and to correctly identify them in protein sequences, this study conducted a novel computational investigation on identifying myristoylation sites in protein sequences.
A training dataset with 196 positive and 84 negative peptide segments were obtained. Four types of features derived from the peptide segments following the myristoylation sites were used to specify myristoylatedand non-myristoylated sites. Then, feature selection methods including maximum relevance and minimum redundancy (mRMR), incremental feature selection (IFS), and a machine learning algorithm (extreme learning machine method) were adopted to extract optimal features for the algorithm to identify myristoylation sites in protein sequences, thereby building an optimal prediction model.
As a result, 41 key features were extracted and used to build an optimal prediction model. The effectiveness of the optimal prediction model was further validated by its performance on a test dataset. Furthermore, detailed analyses were also performed on the extracted 41 features to gain insight into the mechanism of myristoylation modification.
This study provided a new computational method for identifying myristoylation sites in protein sequences. We believe that it can be a useful tool to predict myristoylation sites from protein sequences.","Post-translational modification"", ""extreme learning machine"", ""incremental feature selection"", ""minimum redundancy maximum relevance"", ""modified glycine residue"", ""myristoylation site prediction",2016-12-22
84,"27310578
19846173
12540637
17093941
17293876
17460697
17463246
17463248
17554300
18372903
22238593
21874001
21142536
22158537
23243555
20581827
22885922
24509480
25377941
25273842
17697858
20424228
9229196
19343543
18560169
18591388
15525222
22384201
16595076
18598350
20597906
18461161
18162508
18633108
18469204
16855264
16936215",Replication and Relevance of Multiple Susceptibility Loci Discovered from Genome Wide Association Studies for Type 2 Diabetes in an Indian Population.,"Several genetic variants for type 2 diabetes (T2D) have been identified through genome wide association studies (GWAS) from Caucasian population; however replication studies were not consistent across various ethnicities. Objective of the current study is to examine the possible correlation of 9 most significant GWAS single nucleotide polymorphisms (SNPs) for T2D susceptibility as well as the interactive effect of these variants on the risk of T2D in an Indian population.
Case-control cohorts of 1156 individuals were genotyped for 9 SNPs from an Indian population. Association analyses were performed using logistic regression after adjusting for covariates. Multifactor dimensionality reduction (MDR) analysis was adopted to determine gene-gene interactions and discriminatory power of combined SNP effect was assessed by grouping individuals based on the number of risk alleles and by calculating area under the receiver-operator characteristic curve (AUC).
We confirm the association of TCF7L2 (rs7903146) and SLC30A8 (rs13266634) with T2D. MDR analysis showed statistically significant interactions among four SNPs of SLC30A8 (rs13266634), IGF2BP2 (rs4402960), HHEX (rs1111875) and CDKN2A (rs10811661) genes. Cumulative analysis showed an increase in odds ratio against the baseline group of individuals carrying 5 to 6 risk alleles and discriminatory power of genetic test based on 9 variants showed higher AUC value when analyzed along with body mass index (BMI).
These results provide a strong evidence for independent association between T2D and SNPs for in TCF7L2 and SLC30A8. MDR analysis demonstrates that independently non-significant variants may interact with one another resulting in increased disease susceptibility in the population tested.","Post-translational modification"", ""extreme learning machine"", ""incremental feature selection"", ""minimum redundancy maximum relevance"", ""modified glycine residue"", ""myristoylation site prediction",2016-06-17
85,"26975620
19413174
25715278
24499426
25452850
14522530
20368177
24281320
25465239
25227296
24621052
24855003
24997786
16119262
18831793
26552441
22931491
25894890
1180967
15556477
22905111
17218520
17241398
19271203
567927
16760312
25917905
22643754
26095206
25862821
20679207
25759547
21885731
12009183
25845267
24508431
19183483
25740900
24260175
16014502
25717330
17579514
11536615
23306674
23200261
22556323
25946327
24788795
19159446
17693704
19664555
20375021
25054617
23540130
24066079",Gene expression profiling gut microbiota in different races of humans.,"The gut microbiome is shaped and modified by the polymorphisms of microorganisms in the intestinal tract. Its composition shows strong individual specificity and may play a crucial role in the human digestive system and metabolism. Several factors can affect the composition of the gut microbiome, such as eating habits, living environment, and antibiotic usage. Thus, various races are characterized by different gut microbiome characteristics. In this present study, we studied the gut microbiomes of three different races, including individuals of Asian, European and American races. The gut microbiome and the expression levels of gut microbiome genes were analyzed in these individuals. Advanced feature selection methods (minimum redundancy maximum relevance and incremental feature selection) and four machine-learning algorithms (random forest, nearest neighbor algorithm, sequential minimal optimization, Dagging) were employed to capture key differentially expressed genes. As a result, sequential minimal optimization was found to yield the best performance using the 454 genes, which could effectively distinguish the gut microbiomes of different races. Our analyses of extracted genes support the widely accepted hypotheses that eating habits, living environments and metabolic levels in different races can influence the characteristics of the gut microbiome.","Post-translational modification"", ""extreme learning machine"", ""incremental feature selection"", ""minimum redundancy maximum relevance"", ""modified glycine residue"", ""myristoylation site prediction",2016-03-16
86,"26955638
2200121
1697402
21745821
22825678
23148669
22805733
20637592
20547050
24466214
22434840
16119262
21980418
18831793
21536049
23460833
24718460
25196432
25616595
26552441
19342351
20513238
24492783
23514608
25894890
22937126
21919860
21707519
26457920
10871264
1180967
25102224
25041757
23258703
22936337
24196104
23713574
25248985
23842900
23496521
24500844
17145716
21715374
23746078
24245799
24043813
22344691
22999958",Analysis and Identification of Aptamer-Compound Interactions with a Maximum Relevance Minimum Redundancy and Nearest Neighbor Algorithm.,"The development of biochemistry and molecular biology has revealed an increasingly important role of compounds in several biological processes. Like the aptamer-protein interaction, aptamer-compound interaction attracts increasing attention. However, it is time-consuming to select proper aptamers against compounds using traditional methods, such as exponential enrichment. Thus, there is an urgent need to design effective computational methods for searching effective aptamers against compounds. This study attempted to extract important features for aptamer-compound interactions using feature selection methods, such as Maximum Relevance Minimum Redundancy, as well as incremental feature selection. Each aptamer-compound pair was represented by properties derived from the aptamer and compound, including frequencies of single nucleotides and dinucleotides for the aptamer, as well as the constitutional, electrostatic, quantum-chemical, and space conformational descriptors of the compounds. As a result, some important features were obtained. To confirm the importance of the obtained features, we further discussed the associations between them and aptamer-compound interactions. Simultaneously, an optimal prediction model based on the nearest neighbor algorithm was built to identify aptamer-compound interactions, which has the potential to be a useful tool for the identification of novel aptamer-compound interactions. The program is available upon the request.","Post-translational modification"", ""extreme learning machine"", ""incremental feature selection"", ""minimum redundancy maximum relevance"", ""modified glycine residue"", ""myristoylation site prediction",2016-03-10
87,26761857,A New Approach for Feature Selection from Microarray Data Based on Mutual Information.,"Mutual information (MI) is a powerful concept for correlation-centric applications. It has been used for feature selection from microarray gene expression data in many works. One of the merits of MI is that, unlike many other heuristic methods, it is based on a mature theoretic foundation. When applied to microarray data, however, it faces some challenges. First, due to the large number of features (i.e., genes) present in microarray data, the true distributions for the expression values of some genes may be distorted by noise. Second, evaluating inter-group mutual information requires estimating multi-variate distributions, which is quite difficult if not impossible. To address these problems, in this paper, we propose a new MI-based feature selection approach for microarray data. Our approach relies on two strategies: one is relevance boosting, which requires a desirable feature to show substantially additional relevance with class labeling beyond the already selected features, the other is feature interaction enhancing, which probabilistically compensates for feature interaction missing from simple aggregation-based evaluation. We justify our approach from both theoretical perspective and experimental results. We use a synthetic dataset to show the statistical significance of the proposed strategies, and real-life datasets to show the improved performance of our approach over the existing methods.","Post-translational modification"", ""extreme learning machine"", ""incremental feature selection"", ""minimum redundancy maximum relevance"", ""modified glycine residue"", ""myristoylation site prediction",2016-01-14
88,"26647162
17607306
17229949
19445687
17720704
12388780
12925520
20097884
27605027
16585533
11309499
16646809
15680584
22350210
22084149
12850314
15958165
17494773
19884101
16398926
19942583
21566255
21383420
20702140
15852500
1180967
7063747
10359783
11752295
20847385
16199517
12670911
11807556
10521349
12208747
11786909
12086878
14695408
17850668
22476717
19604602","iRDA: a new filter towards predictive, stable, and enriched candidate genes.","Gene expression profiling using high-throughput screening (HTS) technologies allows clinical researchers to find prognosis gene signatures that could better discriminate between different phenotypes and serve as potential biological markers in disease diagnoses. In recent years, many feature selection methods have been devised for finding such discriminative genes, and more recently information theoretic filters have also been introduced for capturing feature-to-class relevance and feature-to-feature correlations in microarray-based classification.
In this paper, we present and fully formulate a new multivariate filter, iRDA, for the discovery of HTS gene-expression candidate genes. The filter constitutes a four-step framework and includes feature relevance, feature redundancy, and feature interdependence in the context of feature-pairs. The method is based upon approximate Markov blankets, information theory, several heuristic search strategies with forward, backward and insertion phases, and the method is aiming at higher order gene interactions.
To show the strengths of iRDA, three performance measures, two evaluation schemes, two stability index sets, and the gene set enrichment analysis (GSEA) are all employed in our experimental studies. Its effectiveness has been validated by using seven well-known cancer gene-expression benchmarks and four other disease experiments, including a comparison to three popular information theoretic filters. In terms of classification performance, candidate genes selected by iRDA perform better than the sets discovered by the other three filters. Two stability measures indicate that iRDA is the most robust with the least variance. GSEA shows that iRDA produces more statistically enriched gene sets on five out of the six benchmark datasets.
Through the classification performance, the stability performance, and the enrichment analysis, iRDA is a promising filter to find predictive, stable, and enriched gene-expression candidate genes.","Post-translational modification"", ""extreme learning machine"", ""incremental feature selection"", ""minimum redundancy maximum relevance"", ""modified glycine residue"", ""myristoylation site prediction",2015-12-10
89,26298581,A Filter Feature Selection Method Based on MFA Score and Redundancy Excluding and It's Application to Tumor Gene Expression Data Analysis.,"Feature selection techniques have been widely applied to tumor gene expression data analysis in recent years. A filter feature selection method named marginal Fisher analysis score (MFA score) which is based on graph embedding has been proposed, and it has been widely used mainly because it is superior to Fisher score. Considering the heavy redundancy in gene expression data, we proposed a new filter feature selection technique in this paper. It is named MFA score+ and is based on MFA score and redundancy excluding. We applied it to an artificial dataset and eight tumor gene expression datasets to select important features and then used support vector machine as the classifier to classify the samples. Compared with MFA score, t test and Fisher score, it achieved higher classification accuracy.","Filter feature selection"", ""MFA score+"", ""Redundant features"", ""Tumor gene expression data",2015-08-25
90,25831063,"A systematic gene-gene and gene-environment interaction analysis of DNA repair genes XRCC1, XRCC2, XRCC3, XRCC4, and oral cancer risk.","Oral cancer is the sixth most common cancer worldwide with a high mortality rate. Biomarkers that anticipate susceptibility, prognosis, or response to treatments are much needed. Oral cancer is a polygenic disease involving complex interactions among genetic and environmental factors, which require multifaceted analyses. Here, we examined in a dataset of 103 oral cancer cases and 98 controls from Taiwan the association between oral cancer risk and the DNA repair genes X-ray repair cross-complementing group (XRCCs) 1-4, and the environmental factors of smoking, alcohol drinking, and betel quid (BQ) chewing. We employed logistic regression, multifactor dimensionality reduction (MDR), and hierarchical interaction graphs for analyzing gene-gene (G×G) and gene-environment (G×E) interactions. We identified a significantly elevated risk of the XRCC2 rs2040639 heterozygous variant among smokers [adjusted odds ratio (OR) 3.7, 95% confidence interval (CI)=1.1-12.1] and alcohol drinkers [adjusted OR=5.7, 95% CI=1.4-23.2]. The best two-factor based G×G interaction of oral cancer included the XRCC1 rs1799782 and XRCC2 rs2040639 [OR=3.13, 95% CI=1.66-6.13]. For the G×E interaction, the estimated OR of oral cancer for two (drinking-BQ chewing), three (XRCC1-XRCC2-BQ chewing), four (XRCC1-XRCC2-age-BQ chewing), and five factors (XRCC1-XRCC2-age-drinking-BQ chewing) were 32.9 [95% CI=14.1-76.9], 31.0 [95% CI=14.0-64.7], 49.8 [95% CI=21.0-117.7] and 82.9 [95% CI=31.0-221.5], respectively. Taken together, the genotypes of XRCC1 rs1799782 and XRCC2 rs2040639 DNA repair genes appear to be significantly associated with oral cancer. These were enhanced by exposure to certain environmental factors. The observations presented here warrant further research in larger study samples to examine their relevance for routine clinical care in oncology.","Filter feature selection"", ""MFA score+"", ""Redundant features"", ""Tumor gene expression data",2015-04-02
91,"25564182
17825110
12471598
14764553
21168420
21344173
16889410
23370050
17943335
15647269
20678488
24577312
23426256
10195282
20148312
17346678
20886373
18157588
22459120
22134333
12967962
1478671
17698024
23130999
12186861
21684290
16774677
9547285
21483473
23536215
20351889
11288174
15096640",Prediction of protein subcellular localization by incorporating multiobjective PSO-based feature subset selection into the general form of Chou's PseAAC.,"In this article, the possible subcellular location of a protein is predicted using multiobjective particle swarm optimization-based feature selection technique. In general form of pseudo-amino acid composition, the protein sequences are used for constructing protein features. Here, the different amino acids compositions are used to construct the feature sets. Therefore, the data are presented as sample of protein versus amino acid compositions as features. The proposed algorithm tries to maximize the feature relevance and minimize the feature redundancy simultaneously. After proposed algorithm is executed on the multiclass dataset, some features are selected. On this resultant feature subset, tenfold cross-validation is applied and corresponding accuracy, F score, entropy, representation entropy and average correlation are calculated. The performance of the proposed method is compared with that of its single objective versions, sequential forward search, sequential backward search, minimum redundancy maximum relevance with two schemes, CFS, CBFS, [Formula: see text], Fisher discriminant and a Cluster-based technique.","Filter feature selection"", ""MFA score+"", ""Redundant features"", ""Tumor gene expression data",2015-01-08
92,25512221,Classification of lung cancer using ensemble-based feature selection and machine learning methods.,"Lung cancer is one of the leading causes of death worldwide. There are three major types of lung cancers, non-small cell lung cancer (NSCLC), small cell lung cancer (SCLC) and carcinoid. NSCLC is further classified into lung adenocarcinoma (LADC), squamous cell lung cancer (SQCLC) as well as large cell lung cancer. Many previous studies demonstrated that DNA methylation has emerged as potential lung cancer-specific biomarkers. However, whether there exists a set of DNA methylation markers simultaneously distinguishing such three types of lung cancers remains elusive. In the present study, ROC (Receiving Operating Curve), RFs (Random Forests) and mRMR (Maximum Relevancy and Minimum Redundancy) were proposed to capture the unbiased, informative as well as compact molecular signatures followed by machine learning methods to classify LADC, SQCLC and SCLC. As a result, a panel of 16 DNA methylation markers exhibits an ideal classification power with an accuracy of 86.54%, 84.6% and a recall 84.37%, 85.5% in the leave-one-out cross-validation (LOOCV) and independent data set test experiments, respectively. Besides, comparison results indicate that ensemble-based feature selection methods outperform individual ones when combined with the incremental feature selection (IFS) strategy in terms of the informative and compact property of features. Taken together, results obtained suggest the effectiveness of the ensemble-based feature selection approach and the possible existence of a common panel of DNA methylation markers among such three types of lung cancer tissue, which would facilitate clinical diagnosis and treatment.","Filter feature selection"", ""MFA score+"", ""Redundant features"", ""Tumor gene expression data",2014-12-17
93,"25113817
24555567
18048398
23510016
11309499
23497329
18002935
16119262
12912841
8182763
21603590
17720704
21525126
17921172
15852500
23825369
24091394
16398926
19164009
15958165
10521349
15705458
15374862
14684422
12208747
11306497
21544814
16819509
19996206
23065711
24244287
19603084
24771638
18438117",A feature selection method for classification within functional genomics experiments based on the proportional overlapping score.,"Microarray technology, as well as other functional genomics experiments, allow simultaneous measurements of thousands of genes within each sample. Both the prediction accuracy and interpretability of a classifier could be enhanced by performing the classification based only on selected discriminative genes. We propose a statistical method for selecting genes based on overlapping analysis of expression data across classes. This method results in a novel measure, called proportional overlapping score (POS), of a feature's relevance to a classification task.
We apply POS, along-with four widely used gene selection methods, to several benchmark gene expression datasets. The experimental results of classification error rates computed using the Random Forest, k Nearest Neighbor and Support Vector Machine classifiers show that POS achieves a better performance.
A novel gene selection method, POS, is proposed. POS analyzes the expressions overlap across classes taking into account the proportions of overlapping samples. It robustly defines a mask for each gene that allows it to minimize the effect of expression outliers. The constructed masks along-with a novel gene score are exploited to produce the selected subset of genes.","Filter feature selection"", ""MFA score+"", ""Redundant features"", ""Tumor gene expression data",2014-08-13
94,"25077572
15466177
12873988
15057290
18420392
11934740
15905277
23369435
21775110
23031190
18207385
22075034
17720704
20287819
16119262
17094431
8876194
12460890
11696442
16101141
11935298
19114293
20388783
10552966
19620287
11320212
10521349
20122224
15285890
17851055
18093877
16402892",Application of genetic algorithms and constructive neural networks for the analysis of microarray cancer data.,"Extracting relevant information from microarray data is a very complex task due to the characteristics of the data sets, as they comprise a large number of features while few samples are generally available. In this sense, feature selection is a very important aspect of the analysis helping in the tasks of identifying relevant genes and also for maximizing predictive information.
Due to its simplicity and speed, Stepwise Forward Selection (SFS) is a widely used feature selection technique. In this work, we carry a comparative study of SFS and Genetic Algorithms (GA) as general frameworks for the analysis of microarray data with the aim of identifying group of genes with high predictive capability and biological relevance. Six standard and machine learning-based techniques (Linear Discriminant Analysis (LDA), Support Vector Machines (SVM), Naive Bayes (NB), C-MANTEC Constructive Neural Network, K-Nearest Neighbors (kNN) and Multilayer perceptron (MLP)) are used within both frameworks using six free-public datasets for the task of predicting cancer outcome.
Better cancer outcome prediction results were obtained using the GA framework noting that this approach, in comparison to the SFS one, leads to a larger selection set, uses a large number of comparison between genetic profiles and thus it is computationally more intensive. Also the GA framework permitted to obtain a set of genes that can be considered to be more biologically relevant. Regarding the different classifiers used standard feedforward neural networks (MLP), LDA and SVM lead to similar and best results, while C-MANTEC and k-NN followed closely but with a lower accuracy. Further, C-MANTEC, MLP and LDA permitted to obtain a more limited set of genes in comparison to SVM, NB and kNN, and in particular C-MANTEC resulted in the most robust classifier in terms of changes in the parameter settings.
This study shows that if prediction accuracy is the objective, the GA-based approach lead to better results respect to the SFS approach, independently of the classifier used. Regarding classifiers, even if C-MANTEC did not achieve the best overall results, the performance was competitive with a very robust behaviour in terms of the parameters of the algorithm, and thus it can be considered as a candidate technique for future studies.","Filter feature selection"", ""MFA score+"", ""Redundant features"", ""Tumor gene expression data",2014-08-01
95,24989863,Mapping genomic features to functional traits through microbial whole genome sequences.,"Recently, the utility of trait-based approaches for microbial communities has been identified. Increasing availability of whole genome sequences provide the opportunity to explore the genetic foundations of a variety of functional traits. We proposed a machine learning framework to quantitatively link the genomic features with functional traits. Genes from bacteria genomes belonging to different functional traits were grouped to Cluster of Orthologs (COGs), and were used as features. Then, TF-IDF technique from the text mining domain was applied to transform the data to accommodate the abundance and importance of each COG. After TF-IDF processing, COGs were ranked using feature selection methods to identify their relevance to the functional trait of interest. Extensive experimental results demonstrated that functional trait related genes can be detected using our method. Further, the method has the potential to provide novel biological insights.","bacteria genomes"", ""bioinformatics"", ""feature mapping"", ""feature selection"", ""functional genomics"", ""functional traits"", ""genes"", ""genome sequences"", ""genomic features"", ""genomic signatures"", ""machine learning"", ""microbial diversity"", ""phenotype–genotype association"", ""sporulation",2014-07-06
96,"24625895
23617960
24273143
19154590
10359783
12208747
12603017
15369099
12424116
15852500
9843981
21884628
20180273
11786909
12704389",A graph-theoretic approach for identifying non-redundant and relevant gene markers from microarray data using multiobjective binary PSO.,"The purpose of feature selection is to identify the relevant and non-redundant features from a dataset. In this article, the feature selection problem is organized as a graph-theoretic problem where a feature-dissimilarity graph is shaped from the data matrix. The nodes represent features and the edges represent their dissimilarity. Both nodes and edges are given weight according to the feature's relevance and dissimilarity among the features, respectively. The problem of finding relevant and non-redundant features is then mapped into densest subgraph finding problem. We have proposed a multiobjective particle swarm optimization (PSO)-based algorithm that optimizes average node-weight and average edge-weight of the candidate subgraph simultaneously. The proposed algorithm is applied for identifying relevant and non-redundant disease-related genes from microarray gene expression data. The performance of the proposed method is compared with that of several other existing feature selection techniques on different real-life microarray gene expression datasets.","bacteria genomes"", ""bioinformatics"", ""feature mapping"", ""feature selection"", ""functional genomics"", ""functional traits"", ""genes"", ""genome sequences"", ""genomic features"", ""genomic signatures"", ""machine learning"", ""microbial diversity"", ""phenotype–genotype association"", ""sporulation",2014-03-15
97,24192119,Predicting drug-target interaction networks of human diseases based on multiple feature information.,"Drug-target interaction is crucial in the drug design process. Predicting the drug-target interaction networks of important human diseases can provide valuable clues for the characterization of the mechanism of action of diseases.
A new graph-based semisupervised learning (GBSSL) method is proposed to predict the drug-target interaction networks involved in 13 types of diseases. According to the method, each drug-target pair is initially described with different biological features including sequence, structure, function and network topology information. Then, the optimal feature selection procedures based on the relief and minimum redundancy maximum relevance are executed, respectively. Finally, unknown drug-target interactions can be predicted by the GBSSL method effectively.
The proposed method can effectively predict drug-target interactions (with a receiver operating characteristic score of 94.8% and a precision-recall score of 76.5%).
Compared with the existing methods, the GBSSL method provides an efficient means of generating optimal features obtained from the combination of multiple sources of feature information.","bacteria genomes"", ""bioinformatics"", ""feature mapping"", ""feature selection"", ""functional genomics"", ""functional traits"", ""genes"", ""genome sequences"", ""genomic features"", ""genomic signatures"", ""machine learning"", ""microbial diversity"", ""phenotype–genotype association"", ""sporulation",2013-11-07
98,"23793388
20532046
16899225
19513817
12215414
11028916
10550212
15980571
10592278
10356335
18691426
10347250
15728119
15851683
2059626
11221851
15660107
19604476
12730379
19956587
16161170
19658105
20133726
8518727
12036007
17891604
19426475
15173120
18373250
16704972
1575450
19099508
2172928
9254694
17609209
16618368
10770264
9006979
12553830
19815072
12368089
21241054
16119262",Prediction of protein amidation sites by feature selection and analysis.,"Carboxy-terminal α-amidation is a widespread post-translational modification of proteins found widely in vertebrates and invertebrates. The α-amide group is required for full biological activity, since it may render a peptide more hydrophobic and thus better be able to bind to other proteins, preventing ionization of the C-terminus. However, in particular, the C-terminal amidation is very difficult to detect because experimental methods are often labor-intensive, time-consuming and expensive. Therefore, in silico methods may complement due to their high efficiency. In this study, a computational method was developed to predict protein amidation sites, by incorporating the maximum relevance minimum redundancy method and the incremental feature selection method based on the nearest neighbor algorithm. From a total of 735 features, 41 optimal features were selected and were utilized to construct the final predictor. As a result, the predictor achieved an overall Matthews correlation coefficient of 0.8308. Feature analysis showed that PSSM conservation scores and amino acid factors played the most important roles in the α-amidation site prediction. Site-specific feature analyses showed that features derived from the amidation site itself and adjacent sites were most significant. This method presented could be used as an efficient tool to theoretically predict amidated peptides. And the selected features from our study could shed some light on the in-depth understanding of the mechanisms of the amidation modification, providing guidelines for experimental validation.","bacteria genomes"", ""bioinformatics"", ""feature mapping"", ""feature selection"", ""functional genomics"", ""functional traits"", ""genes"", ""genome sequences"", ""genomic features"", ""genomic signatures"", ""machine learning"", ""microbial diversity"", ""phenotype–genotype association"", ""sporulation",2013-06-25
99,23684387,Age-independent co-expression of antimicrobial gene clusters in the blood of septic patients.,"Recent research has unravelled the clinical potential of profiling the blood transcriptome to diagnose diseases. However, resulting molecular marker sets comprised features with varying robustness and performance, depending on the dimension of training data. Thus, we investigated patterns that are inherent in large-scale data and suitable for feature selection in application to blood samples from septic patients. By integrating >300 microarray samples in correlation and enrichment analysis, we found general response patterns including a vast majority of co-expressed genes. Differentially expressed genes significantly mapped to immune response-associated categories and revealed strongly correlating upregulated genes related to antimicrobial functions. Classifiers using >20 uncorrelated features from enriched functional categories performed with 85% correct classification on average (10-fold cross-validation), comparable with correlated features, whilst single genes achieved up to 83% correct classifications in identifying septic patients. Independent interplatform comparison, however, validated only a subset of these features, including the antimicrobial cluster (area under the receiver operating characteristic curve >0.8). Based on these results, we propose feature selection for classification incorporating correlation and enriched functional categories to obtain robust marker candidates. Results of this transcriptomic meta-analysis suggest age-independent diagnostic opportunities, although further observational and animal interventional experiments are required to confirm the relevance of antimicrobial genes in sepsis.","bacteria genomes"", ""bioinformatics"", ""feature mapping"", ""feature selection"", ""functional genomics"", ""functional traits"", ""genes"", ""genome sequences"", ""genomic features"", ""genomic signatures"", ""machine learning"", ""microbial diversity"", ""phenotype–genotype association"", ""sporulation",2013-05-21
100,"23281712
20203013
18936492
20823075
20614117
20702672
16407106
21266343
21039646
19450290
20187963
15503491
18252821
18806780
19478181
15852500
18554421
19052180
19050363
9726880
11120680
16119262",An improved dimensionality reduction method for meta-transcriptome indexing based diseases classification.,"Bacterial 16S Ribosomal RNAs profiling have been widely used in the classification of microbiota associated diseases. Dimensionality reduction is among the keys in mining high-dimensional 16S rRNAs' expression data. High levels of sparsity and redundancy are common in 16S rRNA gene microbial surveys. Traditional feature selection methods are generally restricted to measuring correlated abundances, and are limited in discrimination when so few microbes are actually shared across communities.
Here we present a Feature Merging and Selection algorithm (FMS) to deal with 16S rRNAs' expression data. By integrating Linear Discriminant Analysis method, FMS can reduce the feature dimension with higher accuracy and preserve the relationship between different features as well. Two 16S rRNAs' expression datasets of pneumonia and dental decay patients were used to test the validity of the algorithm. Combined with SVM, FMS discriminated different classes of both pneumonia and dental caries better than other popular feature selection methods.
FMS projects data into lower dimension with preservation of enough features, and thus improve the intelligibility of the result. The results showed that FMS is a more valid and reliable methods in feature reduction.","bacteria genomes"", ""bioinformatics"", ""feature mapping"", ""feature selection"", ""functional genomics"", ""functional traits"", ""genes"", ""genome sequences"", ""genomic features"", ""genomic signatures"", ""machine learning"", ""microbial diversity"", ""phenotype–genotype association"", ""sporulation",2013-01-11
101,"22916122
7542800
7569993
9252185
11418146
11206551
16056220
18987734
9671780
17922571
20383540
21846738
15694861
17041037
17951380
19956607
21048922
19234479
21600774
12590769
11893328
10966457
19329635
17827301
15937169
11929534
12008914
19465661
9573072
14651638
12934009
10620666
7003609
8283976
8161285
15836469
16212495
11350626
14556004
18974037
18178733
16547065
18723618
19946288
21926214
9791175
16397770
1560774
11705981
10439416
17456739
16936039
19429612
9973330
21572990
7892228
12417198
12897022
18249533
12421311
11331909
11597451
15748976
12562823
11018143
11171613
11207558
10858221
11854262
12414154
12528929
15935675
18289922
14641575
19207573
17943120
18826580
16022798
17314377
2231712
15073010
19544191",Reduced set of virulence genes allows high accuracy prediction of bacterial pathogenicity in humans.,"Although there have been great advances in understanding bacterial pathogenesis, there is still a lack of integrative information about what makes a bacterium a human pathogen. The advent of high-throughput sequencing technologies has dramatically increased the amount of completed bacterial genomes, for both known human pathogenic and non-pathogenic strains; this information is now available to investigate genetic features that determine pathogenic phenotypes in bacteria. In this work we determined presence/absence patterns of 814 different virulence-related genes among more than 600 finished bacterial genomes from both human pathogenic and non-pathogenic strains, belonging to different taxonomic groups (i.e: Actinobacteria, Gammaproteobacteria, Firmicutes, etc.). An accuracy of 95% using a cross-fold validation scheme with in-fold feature selection is obtained when classifying human pathogens and non-pathogens. A reduced subset of highly informative genes (120) is presented and applied to an external validation set. The statistical model was implemented in the BacFier v1.0 software (freely available at http : ==bacfier:googlecode:com=files=Bacfier v1 0:zip), that displays not only the prediction (pathogen/non-pathogen) and an associated probability for pathogenicity, but also the presence/absence vector for the analyzed genes, so it is possible to decipher the subset of virulence genes responsible for the classification on the analyzed genome. Furthermore, we discuss the biological relevance for bacterial pathogenesis of the core set of genes, corresponding to eight functional categories, all with evident and documented association with the phenotypes of interest. Also, we analyze which functional categories of virulence genes were more distinctive for pathogenicity in each taxonomic group, which seems to be a completely new kind of information and could lead to important evolutionary conclusions.","bacteria genomes"", ""bioinformatics"", ""feature mapping"", ""feature selection"", ""functional genomics"", ""functional traits"", ""genes"", ""genome sequences"", ""genomic features"", ""genomic signatures"", ""machine learning"", ""microbial diversity"", ""phenotype–genotype association"", ""sporulation",2012-08-24
102,"22376768
9322050
9254694
19381539
15585667
12941532
12716132
17931599
16398926
10592255
16231961
16731699
10827456
15567421
12441387
18288334
19111067
11707607",A top-down approach to classify enzyme functional classes and sub-classes using random forest.,"Advancements in sequencing technologies have witnessed an exponential rise in the number of newly found enzymes. Enzymes are proteins that catalyze bio-chemical reactions and play an important role in metabolic pathways. Commonly, function of such enzymes is determined by experiments that can be time consuming and costly. Hence, a need for a computing method is felt that can distinguish protein enzyme sequences from those of non-enzymes and reliably predict the function of the former. To address this problem, approaches that cluster enzymes based on their sequence and structural similarity have been presented. But, these approaches are known to fail for proteins that perform the same function and are dissimilar in their sequence and structure. In this article, we present a supervised machine learning model to predict the function class and sub-class of enzymes based on a set of 73 sequence-derived features. The functional classes are as defined by International Union of Biochemistry and Molecular Biology. Using an efficient data mining algorithm called random forest, we construct a top-down three layer model where the top layer classifies a query protein sequence as an enzyme or non-enzyme, the second layer predicts the main function class and bottom layer further predicts the sub-function class. The model reported overall classification accuracy of 94.87% for the first level, 87.7% for the second, and 84.25% for the bottom level. Our results compare very well with existing methods, and in many cases report better performance. Using feature selection methods, we have shown the biological relevance of a few of the top rank attributes.","bacteria genomes"", ""bioinformatics"", ""feature mapping"", ""feature selection"", ""functional genomics"", ""functional traits"", ""genes"", ""genome sequences"", ""genomic features"", ""genomic signatures"", ""machine learning"", ""microbial diversity"", ""phenotype–genotype association"", ""sporulation",2012-03-02
